text_id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise
emakhuwa_3_00001,Miniixituru suuli Afirikaano a Exariya onoorowa ohoolela nivekelo yuluuliwa  oveleeliwa wa Manuel Chang,0,0,0,0,0,0
emakhuwa_3_00002,Anamathokoca a weexiipitu annilaleerya esiiri ya ''muumiya onikhuwela'',0,0,0,0,0,2
emakhuwa_3_00003,Mwaakha wa 2014 waari wootepexa oviha wookhumaru mwaaakha wa 1880,0,0,0,0,0,2
emakhuwa_3_00004,Parasiili oomooniherya noovela a Wankoola wa ekwaha yoopacerya,0,0,0,0,0,2
emakhuwa_3_00005,Mapuluusa a epooma ya Sofaala annaalamu atthu otheene wi woomala nkhalelo wa atoropa waaveleela atthu muxitaraata Muxumkwe - Saave.,0,0,0,0,0,0
emakhuwa_3_00006,Kasakixitawu onookela omwaatotari alifapeetu latiinu vavinraaya miyaakha 70,0,0,0,0,0,2
emakhuwa_3_00007,Mosampiikhi ni Tansaniya anikela ovarasa hoothe wiira amalihiwe anahasara aniiva elapo ya oKhaapu Telekaatu.,0,0,0,2,0,0
emakhuwa_3_00008,"Malepa, ikoma ni osuwela opaka itthu sinooniherya elapo ya Parasiili.",0,0,0,1,0,0
emakhuwa_3_00009,"Kuveerunu ohaana okoha kohaka wowaakuveya soottheka sa ekhotto sa oKaapu-Telekaatu, oleveleliwa soottheka wa ilapo sa okhopela.",0,0,0,0,0,0
emakhuwa_3_00010,Wiraana esiivika eneeteteela muteko oniwanana miyaalaano sa Mosampiiki mwaha woohivaha ihapari.,0,0,0,0,0,0
emakhuwa_3_00011,Mapuliisiya a ilapo sa okhopela enihima mitthaka  siaavirikanya axitokweene a imphira ni ahooleli aya.,0,0,0,0,0,0
emakhuwa_3_00012,"Ni ohikhala murettele ni wiilyiha, Asiiya Senteraale onimwireherya wiirelaka mwaha sa muteko okhanyereriwa ni opotthana wa mukhoveni",0,3,0,0,0,0
emakhuwa_3_00013,Waakiherya onivekiwa otaphuliwa wa waakuveya wa mwaana a namalepa akhalayi a muhooleli mukhulupale akhalayi a elapo  Gebuza,0,0,0,0,0,0
emakhuwa_3_00014,Mosampiikhi oneettela ixikola soohikhala sa kuveerunu mwaha woohikhala ivaaka ixikola sa kuveerunu.,0,0,0,0,0,0
emakhuwa_3_00015,Makineesi anivekrla okkuuruwa wa Muhooleli wa Elapo,0,0,0,0,0,0
emakhuwa_3_00016,Mahiku  ari  19  mweeri  wa  Netha  ni  miraaru:  Olumwenku onattittimiha ikonto  sa  anamuteko  oothunku,0,0,0,2,0,0
emakhuwa_3_00017,Muhooleli a ookhalayia a eminixiteeriyu ya exariya Mmosampiikhi onookhala mukhatteya miyaakha miili.,0,0,0,0,0,0
emakhuwa_3_00018,Ofisina wa elampata ya makhura ya miyaakha 1.700 yoophwanyiwa mukano wa Ixirayeeli,0,0,0,0,0,2
emakhuwa_3_00019,Nikhuuru na  amopopihi maparasileero anilapha ohivonyola ni otharihela mitumereryoo  Exitaato yamwisilamu,0,0,0,0,0,0
emakhuwa_3_00020,Repupilikaanu ti othanliwe EUA nookhwa,0,0,0,0,0,2
emakhuwa_3_00021,Mosampiikhi : Maniika onitthikela okhala Ephiiro ya alipo otupha mikaano ohitthariha ikettelo,0,0,0,0,0,0
emakhuwa_3_00022,Brasil oopakelela ekolone ya enyompe yoowoopopihiwa omalamalihiwa,0,0,0,0,0,2
emakhuwa_3_00023,"Kintthuna okhaliherya ohela  nsipo waMosambique molumwenkuni"", Chico Matada",0,0,0,1,0,0
emakhuwa_3_00024,KOVIIT-19 Parasiili : São Paulo onoorowa wuuhula makhuva wiira otthokihe opuro mmahiye.,0,0,0,0,0,0
emakhuwa_3_00025,Mukumanelo wa Mourinho vs Guardiola onnimukhomaaliha funti Oxipaanya.,0,0,0,0,0,0
emakhuwa_3_00026,Mapuluusiya annivanyiha wonaneya otthekulela oPonta wo Rastinka,0,0,2,0,0,0
emakhuwa_3_00027,Vookhala isiipo sinikhoottihiwa ni maasu Orimeela wAnkoola,0,0,0,0,2,0
emakhuwa_3_00028,"Niehasaara ya Ayotzinapa, enoorowa okhala ethale yoroowa otthikela oMeexiku?",0,0,0,0,0,0
emakhuwa_3_00029,Kometa a Iyakha Emiya onnittettekha waaviraka vakhiviru wa elapo,0,0,0,0,0,2
emakhuwa_3_00030,"Wuupuwelaka Bokator, oorattela owanana wa oKampooca",0,0,0,0,0,0
emakhuwa_3_00031,Mwaaha sa omoora wa muhakhu wa Matakaaxikare,0,0,0,0,0,0
emakhuwa_3_00032,Mapurokuratorore aakumiha okaxari envirikanya namapaka Jussie Smollett,0,0,0,0,0,0
emakhuwa_3_00033,Nahapaari ni mulaleeryo ankolaano Rafael Margues otthikela okilathiela munyukhu alipo atthukiwa mwaha woothokosa miriira sa makwankwa,2,0,0,0,0,0
emakhuwa_3_00034,Mwaniini a opuro enisukiwa anamwane ni Ixaariiti sanamwane anilaleerya ohikhalana musurukhu muttetthe o Wiila,0,0,0,0,2,0
emakhuwa_3_00035,Mamosampikaano ahaatthikiherya masuuli afiriaano,2,0,0,0,0,0
emakhuwa_3_00036,Vathi wa ephareya Yooriipa ennivitha epooma yoosamihiwa ya miyaakha 6.000,0,0,0,0,0,2
emakhuwa_3_00037,Mamineyiru a mmosampiikhi anihimya wiira apasapooriti piyomeetiriku kahiyo oolipaneya.,0,0,0,0,0,0
emakhuwa_3_00038,Mapuliisiya athanu ni mmosa atthukweliwe mwaha wa owiiyera atthu misurukhu saya,0,0,0,0,0,0
emakhuwa_3_00039,"MDM  anaaniherya ""ottharatthariwa ni epoliitika"" otupheliwa wa mempuru awe oZampeeziya",0,0,0,0,0,0
emakhuwa_3_00040,Namaphuka milattu a Etiripunaali Yuulupalexa ya Elapo ya Omosampiikhi onivekela mwaakiheryo ooreera wa maxixitaraatu ni amusi aya.,0,0,2,0,0,0
emakhuwa_3_00041,Mweene a nikhuuru G7 olaleeya namathnau yeela ovaaha mwattelo ovikana imilyawu ekonto sa itoose sa mwapoopwe.,0,0,0,3,0,0
emakhuwa_3_00042,Otaphuwa ilavuleelo Siri sowoopiha novera Venesuweela okumiha CNN ya exipanyoole mmulakani,0,0,0,0,0,0
emakhuwa_3_00043,Ni viira ataake mmosa  a etooroni ophiiye Watertown?,0,0,0,0,0,0
emakhuwa_3_00044,Kuveerunu omosampiikhi oneneerya mutumereryo wiira Okweeherya wetta wa miteko.,0,0,0,0,0,0
emakhuwa_3_00045,Netizen Report: Wooviwa sa  ‘Fake News’  onikweherya malexixiratoore oFaraasa ni Parasiili aniphavela okuttuleela wixeetta wabinamuuno soolavulz vahinatthi amwaathanle,0,0,0,0,0,0
emakhuwa_3_00046,"Ohookhwa José Mário Branco, ovuwiheya wa nsipo na oportukaale ni na ekhotto anti-fasixita",0,0,0,0,3,0
emakhuwa_3_00047,"Muleeleya, Manuel de Araújo oohiya ohoolela munisiipiyu ooKelimani.",0,0,0,0,2,0
emakhuwa_3_00048,Muraarelo Owulaana anilaleerya makwankwa muhina mwa itumereryo sa mireerelo sa finaasa Wankoola,0,0,0,0,0,0
emakhuwa_3_00049,Kuverunu a oMosampiikhi oopaka axensiya enwana ni esuruma.,0,0,0,1,0,0
emakhuwa_3_00050,Mulipa oowereyiwa a neeraru ookhalana HIV onikhala ntoko oovonihiwa AIDS,0,0,0,0,0,2
emakhuwa_3_00051,Ekeekhayi aka: Masooso omaalihiwa oKuupa,0,0,0,0,0,0
emakhuwa_3_00052,Aaphwanyiwa mahiye a anamwane a mathaaciri a Impeeriyu Inka ookhalana miyaakha 500 Operu,0,0,0,0,0,2
emakhuwa_3_00053,Nawiiye ohiiya ekarotoola ya maaxiku ni namarokolo muhina,0,0,0,0,0,2
emakhuwa_3_00054,"Nkhulupale, Dilma khakhanle  okathi apaceriwa mphira yoola wa elapo soteheene (Cooku Olimpiku)",0,0,0,0,0,0
emakhuwa_3_00055,Barack Obama ni Raul Castro ahimasa wiira ilapo saya sovarana opathani.,0,0,0,0,0,0
emakhuwa_3_00056,Mosampiikhi: Ekumi ya Samora Machel  eri mpanta tesenyaata.,0,0,0,2,0,0
emakhuwa_3_00057,Nlamulo nisya na wUkaanta niniwehererya ehukhumu yootthukiwa wa alipo anithelana ariina ekhove emosaru,0,0,0,0,0,0
emakhuwa_3_00058,Kuveernu mosampikaanu onincerera esisapo ya ephaawu paahi eyaakha ya 2017,0,0,0,0,0,0
emakhuwa_3_00059,Koviti-19: ennincerereya peresawu wa muhooleli wa elapo wi othorihe mukhakelo wa emerixensiya,0,0,0,0,0,0
emakhuwa_3_00060,Palmas oomuthanla exitaranxeyiru oopacerya wiira weettiheryeke ekapitaali parasileyira,0,0,0,0,0,2
emakhuwa_3_00061,"Vookhala Mohaawani orooka otheneeri: mpantte a mwaana latiinu- Amerikaano, ekokhola khasinikhalakhala ihalaka mphironi mwanisiipo",0,0,0,0,0,0
emakhuwa_3_00062,"Waakhula woohinroromelo wa polokeero a Koviiti-19 oXiina"" nanikooto nookhiserya"".",0,0,0,0,0,0
emakhuwa_3_00063,Muhooleli ohukwumwa mulattu wa makwaankwa mMosampiikhi onitthikela wiirela Mpantta wa munyukhu awe akhalayi nuumala okhuma watthukiwe awe,0,0,0,0,0,0
emakhuwa_3_00064,Isiipo sa wisuuliha swiilipiha oKheeniya ni Afiriika ti Suuli,0,0,0,0,0,0
emakhuwa_3_00065,"Liipiya: Mwattelo wanookwa ohuncerereya orooka 6.000, EUA onisoomwa manamuna owiirela mpantte",0,0,0,0,3,0
emakhuwa_3_00066,Kuvernatore oKaapu Telekatu otthokiha makhuru owehaweha akhanle okhaliheryaka miteko sothoriha ikhotto,0,0,0,0,0,0
emakhuwa_3_00067,otthika wa Luis Bernardo Honwana,0,0,0,0,0,0
emakhuwa_3_00068,Sonta Ruusa oomorela Opasiifiku ovonyenle mukwaha a Omaariti,0,0,0,0,0,2
emakhuwa_3_00069,Meeka-Seena ni Lotofaasili animalela olivasa itthuvo soowaatta musurukhu nihiku nna na mutivela,0,0,0,0,0,2
emakhuwa_3_00070,Wuumalani wa esumana ela ennirowa olamuliwa moonelo wa nlikwiti nenla niwiivale atthu ophiyelela 73 elapo ya OTeete.,0,0,0,0,3,0
emakhuwa_3_00071,MDM ori omuthukumanoni ni sekeretaari muulupale  mukapwitthini,0,0,0,0,0,0
emakhuwa_3_00072,Mulipa onikhala EUA oothuma ipilyeti 20 sa elotariya ni ooxintta ivaara 20,0,0,0,0,0,2
emakhuwa_3_00073,Namapaka Will Smith ohuteererya akatemiya ya Hollywood,0,0,0,0,2,0
emakhuwa_3_00074,"Khaapu a Puliisiya Militaari toiri Opacerya ohukhumwa mwaha wa "" ikhirime sa Maayiyu""",0,0,0,1,0,0
emakhuwa_3_00075,Mosampiikhi ori hoothe ni Afrika tu Suuli wiira atthukweliwe atthu eelapo ni musurukho mmatatani onooneya,0,0,0,0,0,0
emakhuwa_3_00076,"Mosampiiki:    elapo ela ennooneya onyaareya wala omora wa metikaali, muulumo ala alavuliwe ni FMI.",0,0,0,0,0,0
emakhuwa_3_00077,KOVIT-19 : Nyusi onoopopiha otumereerya miphimo sowaatta soowalamela soluttelelana ni axiitthukorona,0,0,2,0,0,0
emakhuwa_3_00078,"Mphira  yoola onirowa ottikhiwa eyaakha ya 2015: Kuveerunu oniroromela elapo ya Parasiili wi awaakhelela atthu ni anammphira a elepo sikinaaku, nkhalelo woreera murina onnaakiha elapo ya Parasiili mwaha itthu seyiye sihimmwale.",0,0,0,0,0,0
emakhuwa_3_00079,ANP onilaleerya muupululo wa ekampu enitthuna okhala yoowinnuwexa olumwenku wootheene,0,0,0,0,0,2
emakhuwa_3_00080,Mukhalelo wa ekolooniya emoosa saalipo a Marietta oMiyamaare,0,0,0,0,0,0
emakhuwa_3_00081,Kim Kardashian ohiiyeriwa imilyawu soophiyeryaka 10 sa ewuru,0,0,0,0,0,2
emakhuwa_3_00082,Nyusi othuniheryaka ololasa wa mwaathanle waamakhulupale,0,0,0,0,0,0
emakhuwa_3_00083,Okhuma #BlackLivesMatter mpakha #VidasNegrasImportam: Miruuku mmosa oniwanana soohinya sa alipo opottha ni manyoho amapuliisiya,0,0,0,0,0,0
emakhuwa_3_00084,"Trending: Lakers axintta ekwaha ya namuloko ni thannapiili, LeBron ti MVP 2020",0,0,0,3,0,0
emakhuwa_3_00085,Korosaasiya:“Feral Tribune yoowala milaako,0,0,0,0,0,0
emakhuwa_3_00086,Muphuki  oothoriha ommaliha mphira mwaha wa nsuwa nahaareere woopa ampakha 32 wa ikarawu,0,0,0,0,0,0
emakhuwa_3_00087,Meeka-Seena oottotteliwa onivaha olelo etthuvo ya imilyawu 100 sa R$,0,0,0,0,0,2
emakhuwa_3_00088,EUA ohinteererya mukwaha wa  Blinken oorowa Oxiina nookhumelela epalawu mixiteriyoosu Vamontaana,0,0,0,0,0,2
emakhuwa_3_00089,Nikhuru  nenla  niphuka   exariya wala  milatthu  saatthu  elapo  ya  OMosampiiki  amuhimya  namattheka yoola amwiivale mulopwana yoole  ompuka milattu.,0,0,0,0,0,0
